Eli__repA_counts.bed,Eli__repB_counts.bed,Eli__repBss_counts.bed,Eli__repC_counts.bed,Elizabeth__repA_counts.bed,Elizabeth__repB_counts.bed,Elizabeth__repBss_counts.bed,Elizabeth__repC_counts.bed,Eric__repA_counts.bed,Eric__repB_counts.bed,Eric__repBss_counts.bed,Eric__repC_counts.bed,Ethan__repA_counts.bed,Ethan__repB_counts.bed,Ethan__repBss_counts.bed,Ethan__repC_counts.bed
NM_001005339,1213,583,1301,2838,1264,635,1024,1646,1331,749,776,6249,1654,859,1621,3080
NM_002925,1108,524,1196,2542,1184,597,966,1497,1192,669,698,5459,1513,786,1486,2726
NM_001323970,1135,563,1260,2174,1285,656,1006,1079,1243,718,731,4052,1326,692,1399,1361
NM_004281,87,39,105,382,73,40,44,150,163,102,91,1074,73,42,85,489
NM_001243195,698,351,676,1509,793,425,583,978,1220,715,704,6687,555,299,488,2174
NM_014937,1295,643,1378,2888,1483,772,1114,1956,2231,1301,1243,11229,1054,562,988,4031
NM_001243194,292,136,381,628,354,171,297,481,422,244,229,1487,256,131,249,764
NM_001256379,906,455,1009,2248,1228,643,969,1674,1178,688,710,6245,1063,563,1124,2773
NM_007190,905,416,1025,1865,788,388,618,866,829,463,474,3479,1137,608,1127,1371
NR_134516,25,15,32,95,15,6,10,51,19,14,7,98,48,25,45,90
NR_033850,248,126,280,609,393,214,317,383,299,165,174,900,423,218,450,730
NM_018117,1142,606,1239,1919,1188,652,814,1094,1086,641,623,3442,1174,616,1140,1254
NM_000141,22,12,24,137,12,6,15,30,15,8,9,148,24,14,30,51
NM_001144918,22,12,24,137,12,6,15,30,15,8,9,148,24,14,30,51
NM_001144913,22,12,24,126,12,6,14,29,15,8,9,146,24,14,30,49
NM_001288736,1944,971,2189,4222,1799,934,1386,2284,1809,1031,1068,6650,2465,1248,2317,3812
NR_110006,1933,965,2174,4173,1780,921,1374,2212,1792,1021,1058,6553,2431,1234,2267,3701
NR_120495,252,125,231,679,163,83,137,245,114,68,88,983,333,162,275,662
NM_001167865,269,131,308,690,325,176,277,422,304,162,214,1384,432,216,373,612
NM_001291876,80,43,91,422,65,33,70,147,78,45,43,587,103,44,118,328
NM_144587,27,12,26,51,21,13,16,61,13,10,7,114,17,8,27,99
NM_001001974,208,103,226,413,75,42,67,67,160,92,94,739,207,111,208,298
NM_001195608,117,57,146,204,50,27,41,42,109,60,58,455,145,81,122,163
NM_002775,1,0,1,25,11,6,11,8,9,3,2,35,3,2,1,13
NM_007329,15,6,4,80,9,8,9,6,19,11,20,39,10,0,19,29
NM_001364461,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0
NR_003570,1,0,2,17,1,0,1,1,0,0,0,4,3,1,6,1
NR_037915,517,248,544,1123,676,354,481,681,500,291,287,1598,956,484,892,1539
NM_022034,85,34,102,195,130,73,84,122,111,67,73,288,159,74,151,264
NM_152644,341,166,343,773,442,230,314,429,322,186,184,1112,664,336,627,996
NR_027282,134,64,168,345,147,68,118,151,148,82,80,579,218,112,225,418
NM_024942,423,205,476,1094,376,194,242,536,495,281,287,1927,540,289,510,632
NM_153336,169,86,162,484,245,124,160,261,224,119,157,972,238,122,205,529
NM_001271840,468,237,595,1113,553,278,407,490,518,299,302,2215,615,337,588,737
NR_073478,471,239,597,1117,553,278,407,492,522,300,306,2223,620,340,592,742
NM_001609,445,222,515,1171,478,241,351,599,529,306,309,1946,677,361,648,1058
NM_001330174,443,220,514,1171,474,239,351,595,527,304,308,1933,671,360,644,1056
NM_001105574,134,71,122,341,157,90,96,266,101,52,56,460,126,66,107,314
NM_001007793,463,239,511,951,583,308,405,511,470,268,281,2121,557,292,505,831
NM_004725,1118,575,1212,2483,1369,718,976,1542,1058,605,652,4498,1440,759,1373,2462
NM_153442,0,0,0,7,0,0,0,0,2,1,1,7,0,0,1,7
NM_198148,51,21,66,243,29,11,27,59,58,39,35,197,63,29,77,301
NM_001270764,52,21,56,138,89,48,71,154,61,36,34,146,121,61,115,399
NM_001171814,23,12,27,96,26,10,14,18,36,25,16,152,42,23,47,111
NM_001146340,0,0,0,3,1,0,1,0,0,0,0,2,0,0,0,0
NM_001318332,155,77,137,345,242,121,148,253,132,72,81,507,154,81,160,499
NM_014661,1465,702,1577,3699,2045,1075,1579,2432,1327,764,768,4251,2085,1076,1990,4640
NR_120631,83,38,110,203,116,61,83,153,97,55,39,209,149,79,131,281
NM_212554,852,444,985,1827,856,454,620,884,971,582,551,3494,1187,626,1146,1519
NM_032182,513,238,569,1107,418,230,297,649,446,236,246,1896,659,364,640,975
NM_017580,881,437,935,1738,945,505,638,1037,985,575,562,3440,1113,588,1130,1588
NM_001083914,863,406,951,2275,614,324,446,762,1225,670,656,4869,794,435,820,2846
NR_023362,0,0,0,1,0,0,1,0,0,0,0,12,2,2,3,0
NM_001318133,27,15,45,127,52,30,37,54,20,14,8,139,57,27,56,76
NR_033848,26,12,31,110,27,17,18,39,34,25,24,146,44,19,45,122
NR_033847,56,26,60,190,37,21,32,71,54,37,37,357,67,33,76,204
NM_015608,1651,828,1788,2952,1334,716,989,1611,1387,789,757,4111,1656,880,1548,2267
NR_110859,1650,828,1788,2944,1333,716,989,1608,1385,787,756,4086,1650,878,1545,2266
NR_120633,469,224,468,636,326,185,210,434,346,205,181,856,364,187,313,508
NM_147191,126,68,149,325,176,91,123,193,75,37,43,412,168,93,140,337
NR_136677,622,309,622,1258,555,303,414,700,529,326,285,2351,643,319,552,1442
NR_136675,538,270,537,1124,486,258,373,600,464,279,261,2148,566,278,493,1249
NM_078468,338,152,346,632,327,167,266,352,343,187,207,1365,404,237,394,642
NM_018180,816,420,922,1901,829,434,610,969,766,430,439,3358,1149,603,1105,2048
NM_145235,84,44,96,275,82,43,65,122,79,41,48,464,125,64,145,341
NM_001363549,83,44,94,274,82,43,65,122,79,41,48,464,122,64,140,340
NM_001288973,80,49,98,383,95,54,77,158,117,64,63,556,113,57,85,281
NR_073453,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,2
NM_001350921,43,26,50,227,28,13,17,64,24,17,18,199,54,27,52,139
NR_148989,7,3,9,24,4,2,2,5,2,1,2,16,8,5,3,11
NM_001380,76,32,78,503,70,34,62,174,83,49,50,593,105,53,117,375
NM_001039762,4,2,10,30,6,2,3,11,4,2,3,34,2,1,1,19
NM_001030013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_207426,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
NM_152311,0,0,0,9,0,0,0,3,0,0,0,14,3,2,2,5
NM_001316676,453,226,480,1016,285,147,198,417,391,217,211,1362,693,382,651,1189
NR_136149,43,21,48,128,38,19,18,51,35,20,28,125,73,38,83,189
NM_002417,2393,1185,2614,3881,2182,1170,1588,1825,2576,1513,1450,7161,2728,1409,2574,4791
NR_120619,0,0,3,12,0,0,0,1,1,1,0,3,1,1,0,4
NR_148990,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NM_002412,1467,758,1651,3085,1375,742,1020,1745,1843,1058,1072,5812,1791,934,1715,3638
NM_001005463,2,1,7,71,16,8,14,12,5,2,4,46,7,1,12,25
NM_001355042,85,46,111,269,104,43,78,143,103,60,62,578,107,58,122,305
NM_001199868,646,326,718,1436,808,446,605,884,718,392,413,2559,871,441,791,1377
NM_006541,631,318,706,1402,800,440,596,864,701,384,404,2527,851,431,777,1360
NM_001321980,631,318,706,1400,800,440,596,864,701,384,404,2523,851,431,777,1354
NM_174937,29,14,33,98,28,16,17,19,195,110,150,843,50,20,56,82
NR_038365,3,2,1,9,0,0,0,1,0,0,0,3,1,1,1,0
NM_001291310,2064,997,2260,5035,2106,1090,1551,2244,2029,1186,1251,9993,3206,1732,3327,4918
NM_004052,459,231,508,1241,615,318,427,556,455,281,265,2307,964,514,982,1354
NM_001105521,34,14,36,126,52,25,49,45,46,28,34,187,40,15,42,120
NM_006426,32,17,34,105,20,12,12,26,10,8,9,48,121,67,120,140
NM_001318879,103,48,107,284,158,85,98,109,54,31,23,224,160,84,181,340
NM_001318878,229,109,255,747,328,174,200,311,169,102,86,757,384,191,378,802
NM_001143758,201,94,224,416,184,98,130,207,149,96,95,508,282,152,270,453
NM_001309474,128,58,150,364,127,71,113,209,103,67,64,338,214,104,230,478
NM_138499,49,24,41,75,3,2,4,13,0,0,1,20,22,12,19,9
NR_149317,7,3,4,24,4,3,3,3,10,6,1,0,5,3,8,5
NR_158224,51,27,48,163,37,20,32,75,53,33,32,365,109,51,98,199
NM_005539,3256,1654,3590,8162,3191,1645,2234,3435,2664,1510,1466,14175,4021,2034,3945,7771
NM_001200049,171,94,207,284,148,82,89,162,130,74,98,171,150,76,133,95
NR_120627,3,2,8,28,2,2,0,5,1,1,0,10,2,2,5,0
NR_046231,0,0,0,15,2,0,5,4,4,1,6,29,0,0,2,17
NM_001083909,0,0,1,19,0,0,0,0,0,0,0,15,0,0,1,11
NM_001347864,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,1
NM_014468,2,1,4,7,0,0,0,5,0,0,0,6,0,0,3,16
NM_001109,579,300,573,1463,664,322,540,1071,410,242,277,1633,931,497,933,1980
NR_046330,543,278,569,1306,632,341,426,866,574,341,329,2629,887,448,805,1843
NR_130127,44,23,25,45,52,28,44,59,40,22,30,178,22,6,23,84
NM_001321617,4,3,0,13,7,4,5,2,6,4,5,32,7,6,11,26
NM_145202,208,107,239,607,155,77,113,415,169,98,110,689,220,103,200,944
NM_004092,174,87,193,519,238,109,202,282,197,129,113,1024,294,130,256,677
NM_152911,262,136,259,646,341,181,249,557,351,199,214,1414,455,239,399,1195
NM_138384,1096,551,1172,2655,1417,735,982,1641,1266,748,747,4627,1632,816,1585,3507
NM_001012508,151,75,169,502,196,90,148,392,147,81,81,605,264,129,283,840
NR_149718,27,12,26,24,15,10,8,16,12,7,10,50,18,10,12,31
NM_000773,3,3,6,21,3,2,4,2,12,9,1,4,4,3,3,18
NM_130784,3,2,5,5,3,2,2,4,0,0,0,7,1,0,4,0
NM_001143764,2,1,2,4,3,2,2,2,0,0,0,7,1,0,4,0
NR_033789,42,17,37,63,38,16,35,83,28,16,24,92,52,22,41,137
NM_001034842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001004297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_145021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_004747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_024585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001256469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001003892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_120647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001304717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NR_146389,446,213,489,760,315,146,200,347,346,180,189,795,474,236,432,556
NM_053280,202,104,193,802,238,124,143,332,262,148,150,953,366,193,320,903
NM_016526,259,131,299,873,294,144,200,272,233,129,150,1379,404,209,400,783
NM_021932,310,153,291,926,380,192,260,471,329,187,162,1768,457,217,402,1124
NM_001370324,541,295,615,1382,668,363,455,815,705,403,381,2239,865,439,777,1580
NM_002817,543,299,572,1174,462,239,357,551,504,305,323,1922,686,376,680,905
NM_001276700,36,18,46,139,31,12,15,34,18,9,14,252,37,19,43,133
NM_025092,214,108,207,560,147,74,89,130,149,90,101,853,188,99,211,423
NM_178537,4,1,1,5,5,4,5,4,0,0,0,2,13,9,11,2
NM_001303029,3,1,2,10,8,5,8,7,3,3,2,45,8,2,9,19
NM_001135053,60,29,68,139,100,50,68,127,65,34,41,175,105,60,90,297
NM_001347882,368,184,391,720,487,248,360,630,275,154,170,933,443,256,417,979
NM_030783,419,223,498,1276,848,422,539,988,487,283,256,1996,686,352,707,1840
NM_203385,349,177,375,1161,529,285,433,703,347,193,188,2396,507,272,530,1312
NM_203388,369,187,395,1211,543,288,457,734,360,204,198,2519,541,293,566,1374
NM_173573,52,21,60,257,94,42,70,110,94,55,37,352,83,43,107,361
NM_001143994,83,36,81,777,249,124,169,370,160,82,92,1300,314,176,343,1378
NM_020901,1251,619,1313,2996,1516,793,1064,1721,1241,721,673,4172,1760,947,1688,3912
NM_001572,168,83,180,600,174,97,141,325,147,86,75,692,304,159,280,745
NM_001276253,142,78,173,345,186,104,126,167,166,89,91,879,136,71,129,452
NM_022772,51,22,53,222,99,47,64,128,45,21,23,514,92,46,80,332
NM_006755,384,181,453,1079,537,277,378,774,355,192,244,1587,548,293,536,1289
NR_134867,257,120,250,722,407,228,273,422,251,146,155,1165,315,167,322,864
NR_126343,176,83,166,562,214,115,149,314,165,100,85,905,287,153,243,628
NM_001191061,203,98,207,642,293,150,199,389,137,74,80,1001,312,161,294,883
NM_145887,56,24,71,255,109,59,80,146,66,35,43,237,96,51,106,294
NM_020376,112,46,141,384,137,74,101,220,126,74,73,957,169,89,151,406
NM_001286606,7,3,9,70,7,4,6,21,15,6,10,94,10,4,9,72
NM_173584,4,1,7,67,6,3,6,18,15,6,10,92,10,4,9,70
NM_004357,147,63,166,420,210,105,150,299,172,91,125,690,202,111,266,587
NM_001025239,313,147,345,1046,429,230,295,562,243,130,129,1095,416,219,431,1373
NM_001025238,313,147,345,1046,429,230,295,562,243,130,129,1095,414,219,428,1368
NM_001142675,666,340,647,1747,761,419,520,1085,580,326,366,2612,914,471,900,2646
NR_160890,0,0,1,1,0,0,0,0,0,0,0,8,2,2,0,7
NM_001304359,26,6,15,86,11,4,3,6,53,18,43,107,40,25,28,34
NM_002458,132,58,164,327,114,71,69,212,105,55,53,432,204,102,246,516
NR_157183,23,10,26,22,27,24,7,24,11,3,3,38,57,29,66,68
NM_001318514,401,180,416,1342,455,266,296,668,425,260,212,1897,665,328,598,1357
NM_001318516,485,229,535,1629,586,339,380,814,519,302,260,2546,785,387,740,1637
NM_001256627,68,29,80,255,83,45,66,149,71,43,21,278,140,76,139,360
NM_053005,141,74,138,462,128,70,103,222,133,83,76,720,256,124,210,508
NM_001172223,192,98,165,598,153,84,130,283,159,96,91,906,319,153,268,617
NM_004420,73,42,80,298,66,40,41,122,38,20,28,358,155,79,130,200
NM_001909,144,83,161,650,188,86,128,274,144,90,74,792,239,128,235,539
NM_001290333,1,0,8,0,0,0,0,1,0,0,0,2,1,0,1,7
NM_002339,2340,1152,2530,4627,2692,1389,1928,3310,1771,1016,1096,6001,3634,1941,3481,7197
NR_120534,64,27,69,131,42,23,38,18,71,38,36,301,95,44,95,64
NM_001042780,149,86,139,438,99,46,72,100,117,73,76,631,223,137,213,335
NR_024471,46,20,45,208,42,25,41,46,37,23,20,266,84,45,86,135
NM_001293171,13,6,12,47,4,1,3,9,22,14,6,126,19,13,29,30
NR_131224,20,9,16,59,5,1,0,3,18,9,9,61,4,2,7,18
NM_001007139,0,0,1,13,0,0,0,1,0,0,0,6,1,1,0,2
NR_003512,0,0,1,18,0,0,0,1,0,0,0,8,3,2,0,2
NR_028043,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,2
NM_000360,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0
NR_138249,1,1,0,4,1,1,1,0,0,0,0,8,1,1,1,0
NM_139022,24,12,24,71,23,15,16,22,19,13,14,116,43,18,28,84
NR_108080,128,64,132,322,152,86,120,157,141,84,95,666,267,129,290,386
NM_001297649,573,298,595,2163,888,485,648,1303,589,334,373,3861,956,516,872,2807
NM_001297658,42,25,50,194,94,43,54,104,46,29,26,296,74,43,76,207
NM_014555,120,56,99,281,131,74,81,164,89,48,33,285,154,79,134,319
NR_002728,1652,820,1879,3557,1885,976,1440,1960,1739,1002,908,4968,3153,1703,3288,3886
NM_007105,24,10,24,84,46,18,30,61,30,21,17,197,60,34,74,99
NM_001369382,1999,1013,2111,4311,2211,1144,1633,2494,2046,1144,1273,7607,2875,1484,2899,4318
NM_020896,11,5,18,93,7,7,9,24,23,10,13,106,32,19,22,46
NR_027138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM_001039165,0,0,0,6,0,0,0,0,0,0,0,5,6,3,2,4
NM_001256825,765,355,839,1618,889,457,631,1020,839,479,474,2678,967,526,934,1478
NR_024248,98,47,100,189,88,57,61,101,64,35,61,230,119,61,120,330
NR_126335,121,58,140,387,163,92,124,161,168,103,91,629,129,68,114,357
NR_002720,6,3,0,21,1,1,1,4,9,4,1,17,7,4,3,16
NM_001079536,4,2,0,0,2,2,2,1,0,0,0,3,1,1,0,5
NM_001297668,4,2,0,0,2,2,2,1,0,0,0,3,1,1,0,5
NM_004314,102,47,105,328,158,89,123,125,77,44,58,184,79,39,92,169
NM_001303034,77,33,76,136,113,53,71,98,49,26,33,215,77,41,68,134
NM_001365126,3078,1528,3327,6603,3182,1662,2368,3932,3044,1760,1886,12144,4065,2074,4099,5624
NM_001256235,753,397,847,1727,1176,665,893,1214,823,443,482,2856,1017,521,892,2193
NM_001665,671,349,742,1722,1138,586,856,1304,633,369,384,2862,1139,592,1082,2233
NM_001277962,4253,2124,4752,8592,5637,2953,4145,5492,4239,2427,2470,13587,7158,3766,6908,9441
NM_001277961,4246,2121,4746,8587,5631,2949,4142,5490,4239,2427,2470,13578,7156,3765,6907,9439
NM_001318064,674,357,814,1330,668,352,523,831,762,461,443,2607,934,525,967,1538
NM_001033,674,355,812,1328,661,347,520,828,762,460,438,2599,924,520,958,1531
NR_047550,3,3,6,16,0,0,0,8,4,3,5,16,0,0,0,3
NM_003141,215,99,278,676,215,120,161,308,233,131,122,1008,334,184,305,622
NM_001304496,81,44,85,225,68,36,57,93,80,48,27,375,107,47,87,163
NM_152430,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1
NM_030774,0,0,1,5,0,0,0,2,2,2,1,23,0,0,1,2
NM_021801,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
NR_038321,158,82,168,397,108,48,78,96,165,91,99,410,169,83,179,172
NR_133006,1,1,3,6,3,2,3,3,2,1,3,26,7,2,4,4
NM_058166,137,75,168,348,137,70,119,91,132,76,75,375,188,99,181,282
NM_001003819,748,377,871,1819,734,365,535,755,684,391,426,2152,1057,550,1056,1457
NM_130390,99,47,120,304,100,54,82,100,131,65,76,369,165,86,144,174
NM_033093,608,310,665,1393,555,292,378,501,552,311,333,2105,924,476,917,1056
NM_006074,2796,1386,3041,5115,2519,1303,1780,2225,1788,1042,986,4291,3378,1783,3254,3981
NM_173525,107,52,118,160,83,47,47,125,82,43,52,375,81,43,73,271
NM_001098794,408,222,436,900,447,225,352,427,389,219,239,1553,570,303,498,805
NM_001037329,3,2,5,24,0,0,1,0,0,0,1,0,6,4,2,7
NM_176875,3,1,7,6,0,0,1,2,0,0,0,7,4,2,4,3
NM_001318088,89,38,101,270,59,36,44,144,88,51,60,425,99,53,85,200
NR_047512,234,126,282,616,311,176,242,502,208,106,83,627,237,109,221,581
NM_145689,238,129,285,616,313,178,242,502,216,110,88,631,237,109,221,585
NM_000613,10,3,16,40,12,6,4,11,8,7,3,44,21,11,13,18
NM_001248006,153,77,115,296,176,101,121,208,111,57,62,441,137,71,127,330
NM_001370408,293,144,335,972,246,119,179,424,343,176,194,2059,555,272,517,806
NM_012402,299,146,340,988,256,124,185,430,358,183,201,2087,564,275,525,818
NM_012192,176,90,189,342,184,104,138,153,240,145,139,612,235,115,192,271
NM_173589,463,234,517,1078,478,251,322,519,468,273,271,1668,640,331,575,897
NM_144666,1829,923,1981,4217,1855,975,1335,2064,1954,1130,1184,6255,2732,1464,2561,3977
NM_015324,345,172,322,643,353,179,236,322,337,181,192,1429,434,213,424,718
NM_001278442,555,278,632,1265,440,240,385,660,573,328,300,2511,751,428,671,1286
NM_001278441,541,273,616,1255,431,236,378,643,570,326,295,2486,744,424,657,1269
NM_006284,499,249,566,1254,420,223,334,607,503,288,258,2334,553,319,507,1173
NM_000391,251,128,266,507,219,113,158,214,231,128,122,1031,354,169,334,604
NM_003737,55,28,64,142,61,32,40,82,39,25,27,119,95,53,76,110
NR_003945,299,156,368,692,461,231,317,399,338,192,167,806,431,227,434,957
NM_001354853,599,300,681,1058,171,104,143,402,475,263,286,1299,491,251,463,458
NM_001354854,849,425,945,1573,272,151,229,612,661,364,413,1912,677,347,655,713
NM_013249,165,84,196,346,76,43,43,117,141,76,90,402,104,55,97,115
NM_176822,88,44,91,191,43,13,44,73,65,35,39,192,56,27,48,56
NM_175733,289,136,304,778,426,207,325,464,333,184,202,853,495,251,474,981
NR_103855,116,45,112,264,141,62,142,184,165,92,102,363,227,118,196,417
NM_001370500,8,4,6,7,10,2,5,11,0,0,0,12,8,4,14,14
NR_147792,3197,1601,3386,5834,4156,2166,3075,4612,2834,1624,1640,8861,4263,2220,4058,6521
NM_003621,3179,1594,3367,5820,4150,2162,3071,4595,2820,1613,1629,8833,4250,2214,4051,6502
NM_001351857,1630,808,1685,3399,2400,1251,1836,2861,1555,876,908,4874,2507,1302,2368,3882
NM_001302827,382,194,333,572,393,206,304,546,327,191,187,978,406,215,385,965
NM_001302826,467,238,419,645,498,269,375,681,381,220,219,1136,478,253,450,1078
NM_198185,4,0,4,10,6,4,8,2,0,0,0,9,4,2,4,5
NM_003754,496,243,531,1086,675,360,469,710,591,348,317,1782,608,345,545,971
NR_125366,0,0,2,7,1,0,1,3,0,0,0,6,2,1,0,10
NM_003320,149,73,165,392,33,16,20,57,179,111,93,436,204,95,204,702
NR_120538,4,3,2,0,0,0,0,0,0,0,0,7,1,0,1,0
NR_144485,415,196,445,883,45,23,36,162,393,227,216,1186,423,203,452,1161
NM_001270428,8,3,9,30,3,2,6,9,1,1,1,29,4,2,1,18
NM_001352391,947,481,1092,1694,1236,634,949,1010,689,379,401,1443,1305,663,1323,1462
NM_014818,728,353,736,857,569,288,435,420,518,303,286,1114,948,497,902,1141
NM_000990,1515,800,1749,2445,1508,800,1317,1597,1333,748,862,4117,1869,981,1949,3135
NM_005418,403,193,442,960,463,232,329,572,395,195,199,1351,666,330,646,1589
NR_120590,29,16,34,86,27,13,22,31,25,10,16,76,72,40,82,131
NM_001206646,66,33,67,186,101,62,55,96,68,35,39,341,116,62,120,244
NM_020643,48,22,48,259,84,45,56,133,77,48,34,336,121,64,91,301
NM_020646,4,4,4,9,1,1,3,6,6,2,7,7,12,6,9,6
NM_001286095,232,115,264,647,306,162,190,253,216,127,132,1188,337,175,310,452
NM_020644,214,106,247,604,279,149,184,239,199,120,119,1136,286,146,275,420
NR_073431,183,91,207,367,173,92,141,139,279,161,148,775,209,102,216,318
NM_020645,44,21,57,214,78,34,73,69,55,33,40,266,99,58,86,134
NM_020974,29,17,21,99,27,16,11,34,18,9,13,140,16,9,13,90
NM_015213,2509,1252,2609,5709,3726,1935,2797,4181,2389,1366,1407,9851,2325,1209,2204,3925
NM_015012,620,330,691,1398,617,336,438,750,786,443,440,2678,758,389,690,918
NM_006391,1249,631,1481,2717,1875,973,1265,1837,1522,908,901,5647,1920,1030,1664,2299
NM_001282657,809,402,992,1978,874,469,706,1008,914,522,524,3548,1259,659,1209,1622
NM_003390,561,276,632,1492,654,346,530,1048,689,388,432,3371,781,433,802,1654
NM_001143976,490,238,540,1242,565,305,440,858,591,332,387,2876,656,364,684,1310
NM_015055,4205,2091,4524,9505,5768,3042,4293,6167,4652,2634,2647,15596,6402,3403,6231,8182
NR_033972,297,143,285,721,623,321,435,640,223,119,129,1103,371,188,313,867
NR_036485,386,186,461,1059,284,146,207,429,340,207,225,1409,451,242,381,891
NM_030962,1779,885,1940,5034,765,410,590,1405,1265,746,740,5173,1488,783,1388,3152
NR_120539,208,108,242,607,78,44,58,158,153,91,82,517,112,52,133,366
NR_103765,401,205,413,1033,158,82,106,339,286,167,181,1011,547,282,483,1123
NM_001172431,1717,846,1758,4153,1379,721,978,1487,1093,630,574,3157,1443,733,1410,2622
NM_016422,767,412,831,2103,649,351,421,719,519,315,292,1801,604,318,588,983
NR_046375,16,5,18,63,8,2,10,12,14,8,2,80,7,3,6,25
NM_006691,2,1,1,21,1,0,1,2,8,5,1,30,2,1,2,5
NM_001206881,116,67,145,224,96,48,90,109,93,50,39,193,67,31,96,196
NM_001346279,537,276,554,1127,524,282,403,502,497,276,278,1880,611,295,628,864
NM_001042559,1449,736,1591,2645,1702,882,1305,1348,1419,792,799,5530,1540,824,1528,2149
NM_001418,1440,734,1579,2598,1688,876,1291,1329,1405,784,789,5502,1530,817,1515,2073
NR_120540,169,88,172,378,179,86,98,230,179,98,103,780,199,116,191,308
NM_001143667,201,108,214,503,160,91,131,199,205,112,123,1153,250,138,227,400
NR_034137,59,30,85,199,86,53,47,96,60,35,37,342,90,58,84,109
NM_001363464,1720,827,1941,3882,1528,809,1194,2476,2107,1215,1172,4969,1802,940,1730,5463
NM_001282659,3449,1735,3717,6993,3326,1780,2539,3754,3511,2048,1950,12244,4924,2638,4727,5701
NM_001330220,147,74,154,227,196,104,125,147,96,51,30,245,136,66,112,250
NM_013253,147,74,154,221,194,103,124,146,96,51,30,242,136,66,112,250
NR_135109,11,8,16,47,14,8,15,11,19,12,16,18,11,5,6,31
NM_001282668,31,11,34,154,35,22,35,55,37,19,20,210,225,120,194,226
NM_001346295,59,25,53,262,56,31,52,117,62,32,35,325,397,199,341,436
NM_001282665,55,24,48,238,50,26,44,106,55,29,27,281,347,175,299,403
NM_032867,32,21,35,113,23,10,13,40,15,6,9,114,45,23,37,77
NM_018222,12,8,22,138,16,8,19,23,10,5,4,147,17,8,17,60
NM_021961,86,40,104,321,464,262,360,1772,372,220,212,1098,236,128,223,377
NR_038904,3,1,0,9,5,4,5,3,0,0,0,19,3,1,1,10
NM_001351804,1313,643,1427,2837,1565,811,1172,1510,1226,708,743,4067,2704,1423,2589,3496
NM_032320,1260,657,1412,2351,1293,661,965,1324,1160,660,617,4279,1485,763,1472,1812
NM_001316352,0,0,0,3,0,0,0,3,1,1,0,9,2,2,1,1
NM_000315,0,0,0,3,0,0,0,3,1,1,0,9,2,2,1,1
NM_032228,1736,910,1856,2448,1671,885,1217,1682,1646,977,979,4310,1846,994,1816,1893
NR_149108,28,13,35,136,25,9,43,36,23,12,13,136,46,24,56,75
NR_149109,1,1,6,21,8,7,7,5,10,4,3,17,5,5,4,13
NR_135052,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
NM_006108,840,394,942,2197,1119,608,816,1313,620,374,351,2435,959,481,855,1995
NM_001177314,2294,1137,2703,4686,2781,1449,2182,2731,2423,1398,1377,8636,3273,1661,3244,3141
NM_012250,2253,1117,2657,4580,2749,1433,2148,2635,2399,1382,1360,8458,3210,1633,3172,2908
NM_001144061,1631,851,1905,3715,1393,727,1063,1622,1635,921,971,6735,2296,1198,2275,2406
NM_148976,863,434,850,1688,907,469,711,1000,944,510,460,3444,1216,620,1199,1812
NM_001143937,163,68,171,354,129,67,92,180,150,81,74,786,259,128,195,325
NM_001363569,209,104,212,542,684,376,520,354,599,351,368,2300,465,255,462,1299
